lId;dtTime;lBoardNumber;ucConveyor;ucProcessingArea;sEvent;dtCreated;ucProcessingMode;lIdSequence;lBoardCompositeId;ucSubConveyor
22222222;2018-02-14 13:41:55.200;0;1;1;22;2018-02-14 13:41:55.217;0;618487;181557;0
22222222;2018-02-14 13:41:52.837;0;1;1;21;2018-02-14 13:41:52.873;0;618478;181556;0
22222222;2018-02-14 13:41:52.833;0;1;1;24;2018-02-14 13:41:52.860;0;618474;181555;0
22222222;2018-02-14 13:41:52.820;1939;1;1;41;2018-02-14 13:41:52.850;1;618472;181550;0
22222222;2018-02-14 13:41:23.787;0;1;1;25;2018-02-14 13:41:23.807;0;618401;181549;0
22222222;2018-02-14 13:41:23.787;1939;1;1;40;2018-02-14 13:41:23.807;1;618402;181550;0
22222222;2018-02-14 13:41:22.477;0;1;1;22;2018-02-14 13:41:22.490;0;618395;181548;0
22222222;2018-02-14 13:41:22.473;0;1;1;24;2018-02-14 13:41:22.487;0;618393;181547;0
22222222;2018-02-14 13:41:21.307;0;1;1;22;2018-02-14 13:41:21.320;0;618387;181546;0
22222222;2018-02-14 13:41:18.783;0;1;1;21;2018-02-14 13:41:18.807;0;618381;181545;0
22222222;2018-02-14 13:41:18.780;0;1;1;24;2018-02-14 13:41:18.800;0;618377;181544;0
22222222;2018-02-14 13:41:18.763;1937;1;1;41;2018-02-14 13:41:18.793;1;618375;181543;0
22222222;2018-02-14 13:40:49.920;1937;1;1;40;2018-02-14 13:40:49.933;1;618305;181543;0
22222222;2018-02-14 13:40:49.917;0;1;1;25;2018-02-14 13:40:49.930;0;618304;181542;0
22222222;2018-02-14 13:40:48.593;0;1;1;24;2018-02-14 13:40:48.603;0;618297;181540;0
22222222;2018-02-14 13:40:48.593;0;1;1;22;2018-02-14 13:40:48.610;0;618299;181541;0
22222222;2018-02-14 13:40:47.397;0;1;1;22;2018-02-14 13:40:47.410;0;618295;181539;0
22222222;2018-02-14 13:40:44.423;0;1;1;21;2018-02-14 13:40:44.450;0;618283;181538;0
22222222;2018-02-14 13:40:44.420;0;1;1;24;2018-02-14 13:40:44.440;0;618280;181537;0
22222222;2018-02-14 13:40:44.410;1935;1;1;41;2018-02-14 13:40:44.430;1;618278;181529;0
22222222;2018-02-14 13:40:16.037;0;1;1;25;2018-02-14 13:40:16.057;0;618200;181528;0
22222222;2018-02-14 13:40:16.037;1935;1;1;40;2018-02-14 13:40:16.057;1;618201;181529;0
22222222;2018-02-14 13:40:14.730;0;1;1;22;2018-02-14 13:40:14.760;0;618191;181525;0
22222222;2018-02-14 13:40:14.723;0;1;1;24;2018-02-14 13:40:14.747;0;618189;181524;0
22222222;2018-02-14 13:40:13.520;0;1;1;22;2018-02-14 13:40:13.533;0;618183;181521;0
22222222;2018-02-14 13:40:11.103;0;1;1;24;2018-02-14 13:40:11.117;0;618173;181518;0
22222222;2018-02-14 13:40:11.103;0;1;1;21;2018-02-14 13:40:11.123;0;618176;181519;0
22222222;2018-02-14 13:40:11.093;1933;1;1;41;2018-02-14 13:40:11.110;1;618171;181517;0
22222222;2018-02-14 13:39:42.247;0;1;1;25;2018-02-14 13:39:42.263;0;618158;181516;0
22222222;2018-02-14 13:39:42.247;1933;1;1;40;2018-02-14 13:39:42.267;1;618159;181517;0
22222222;2018-02-14 13:39:40.937;0;1;1;22;2018-02-14 13:39:40.953;0;618154;181515;0
22222222;2018-02-14 13:39:40.930;0;1;1;24;2018-02-14 13:39:40.947;0;618152;181514;0
22222222;2018-02-14 13:39:39.717;0;1;1;22;2018-02-14 13:39:39.727;0;618150;181513;0
22222222;2018-02-14 13:39:37.360;0;1;1;21;2018-02-14 13:39:37.387;0;618144;181512;0
22222222;2018-02-14 13:39:37.353;0;1;1;24;2018-02-14 13:39:37.380;0;618141;181511;0
22222222;2018-02-14 13:39:37.327;1931;1;1;41;2018-02-14 13:39:37.370;1;618139;181510;0
22222222;2018-02-14 13:39:08.503;0;1;1;25;2018-02-14 13:39:08.523;0;618117;181509;0
22222222;2018-02-14 13:39:08.503;1931;1;1;40;2018-02-14 13:39:08.523;1;618118;181510;0
22222222;2018-02-14 13:39:07.193;0;1;1;22;2018-02-14 13:39:07.203;0;618115;181508;0
22222222;2018-02-14 13:39:07.190;0;1;1;24;2018-02-14 13:39:07.200;0;618113;181507;0
22222222;2018-02-14 13:39:05.977;0;1;1;22;2018-02-14 13:39:05.987;0;618110;181506;0
22222222;2018-02-14 13:39:03.717;0;1;1;21;2018-02-14 13:39:03.753;0;618100;181504;0
22222222;2018-02-14 13:39:03.713;0;1;1;24;2018-02-14 13:39:03.747;0;618097;181503;0
22222222;2018-02-14 13:39:03.687;1929;1;1;41;2018-02-14 13:39:03.743;1;618095;181493;0
22222222;2018-02-14 13:38:34.743;0;1;1;25;2018-02-14 13:38:34.753;0;618053;181492;0
22222222;2018-02-14 13:38:34.743;1929;1;1;40;2018-02-14 13:38:34.757;1;618054;181493;0
22222222;2018-02-14 13:38:33.417;0;1;1;22;2018-02-14 13:38:33.430;0;618051;181491;0
22222222;2018-02-14 13:38:33.413;0;1;1;24;2018-02-14 13:38:33.427;0;618049;181490;0
22222222;2018-02-14 13:38:32.210;0;1;1;22;2018-02-14 13:38:32.223;0;618046;181489;0
22222222;2018-02-14 13:38:29.550;0;1;1;21;2018-02-14 13:38:29.573;0;618042;181488;0
22222222;2018-02-14 13:38:29.547;0;1;1;24;2018-02-14 13:38:29.563;0;618039;181487;0
22222222;2018-02-14 13:38:29.537;1927;1;1;41;2018-02-14 13:38:29.557;1;618037;181479;0
22222222;2018-02-14 13:38:00.923;0;1;1;25;2018-02-14 13:38:00.937;0;617999;181478;0
22222222;2018-02-14 13:38:00.923;1927;1;1;40;2018-02-14 13:38:00.940;1;618000;181479;0
22222222;2018-02-14 13:37:59.617;0;1;1;22;2018-02-14 13:37:59.633;0;617996;181477;0
22222222;2018-02-14 13:37:59.610;0;1;1;24;2018-02-14 13:37:59.627;0;617994;181476;0
22222222;2018-02-14 13:37:58.410;0;1;1;22;2018-02-14 13:37:58.423;0;617990;181475;0
22222222;2018-02-14 13:37:55.497;0;1;1;21;2018-02-14 13:37:55.513;0;617984;181474;0
22222222;2018-02-14 13:37:55.493;0;1;1;24;2018-02-14 13:37:55.510;0;617980;181473;0
22222222;2018-02-14 13:37:55.483;1925;1;1;41;2018-02-14 13:37:55.503;1;617978;181472;0
22222222;2018-02-14 13:37:27.180;1925;1;1;40;2018-02-14 13:37:27.193;1;617958;181472;0
22222222;2018-02-14 13:37:27.177;0;1;1;25;2018-02-14 13:37:27.190;0;617957;181471;0
22222222;2018-02-14 13:37:25.857;0;1;1;22;2018-02-14 13:37:25.887;0;617954;181470;0
22222222;2018-02-14 13:37:25.850;0;1;1;24;2018-02-14 13:37:25.870;0;617952;181469;0
22222222;2018-02-14 13:37:24.650;0;1;1;22;2018-02-14 13:37:24.660;0;617950;181468;0
22222222;2018-02-14 13:37:22.367;0;1;1;21;2018-02-14 13:37:22.393;0;617945;181467;0
22222222;2018-02-14 13:37:22.363;0;1;1;24;2018-02-14 13:37:22.383;0;617941;181466;0
22222222;2018-02-14 13:37:22.343;1923;1;1;41;2018-02-14 13:37:22.373;1;617939;181464;0
22222222;2018-02-14 13:36:53.453;1923;1;1;40;2018-02-14 13:36:53.467;1;617906;181464;0
22222222;2018-02-14 13:36:53.450;0;1;1;25;2018-02-14 13:36:53.463;0;617905;181463;0
22222222;2018-02-14 13:36:52.127;0;1;1;22;2018-02-14 13:36:52.153;0;617902;181462;0
22222222;2018-02-14 13:36:52.123;0;1;1;24;2018-02-14 13:36:52.140;0;617900;181461;0
22222222;2018-02-14 13:36:50.930;0;1;1;22;2018-02-14 13:36:50.943;0;617895;181460;0
22222222;2018-02-14 13:36:48.587;0;1;1;21;2018-02-14 13:36:48.607;0;617889;181459;0
22222222;2018-02-14 13:36:48.583;0;1;1;24;2018-02-14 13:36:48.600;0;617886;181458;0
22222222;2018-02-14 13:36:48.563;1921;1;1;41;2018-02-14 13:36:48.597;1;617884;181454;0
22222222;2018-02-14 13:36:19.570;1921;1;1;40;2018-02-14 13:36:19.583;1;617840;181454;0
22222222;2018-02-14 13:36:19.567;0;1;1;25;2018-02-14 13:36:19.583;0;617839;181453;0
22222222;2018-02-14 13:36:18.263;0;1;1;22;2018-02-14 13:36:18.293;0;617834;181451;0
22222222;2018-02-14 13:36:18.257;0;1;1;24;2018-02-14 13:36:18.280;0;617832;181450;0
22222222;2018-02-14 13:36:17.033;0;1;1;22;2018-02-14 13:36:17.047;0;617821;181448;0
22222222;2018-02-14 13:36:14.307;0;1;1;21;2018-02-14 13:36:14.330;0;617815;181447;0
22222222;2018-02-14 13:36:14.303;0;1;1;24;2018-02-14 13:36:14.323;0;617812;181446;0
22222222;2018-02-14 13:36:14.290;1919;1;1;41;2018-02-14 13:36:14.320;1;617810;181440;0
22222222;2018-02-14 13:35:45.687;1919;1;1;40;2018-02-14 13:35:45.707;1;617758;181440;0
22222222;2018-02-14 13:35:45.683;0;1;1;25;2018-02-14 13:35:45.703;0;617757;181441;0
22222222;2018-02-14 13:35:44.367;0;1;1;22;2018-02-14 13:35:44.387;0;617751;181439;0
22222222;2018-02-14 13:35:44.360;0;1;1;24;2018-02-14 13:35:44.373;0;617749;181438;0
22222222;2018-02-14 13:35:43.157;0;1;1;22;2018-02-14 13:35:43.173;0;617746;181437;0
22222222;2018-02-14 13:35:39.997;0;1;1;21;2018-02-14 13:35:40.017;0;617741;181436;0
22222222;2018-02-14 13:35:39.993;0;1;1;24;2018-02-14 13:35:40.010;0;617737;181435;0
22222222;2018-02-14 13:35:39.987;1917;1;1;41;2018-02-14 13:35:40.003;1;617735;181433;0
22222222;2018-02-14 13:35:10.803;1917;1;1;40;2018-02-14 13:35:10.813;1;617674;181433;0
22222222;2018-02-14 13:35:10.800;0;1;1;25;2018-02-14 13:35:10.813;0;617673;181434;0
22222222;2018-02-14 13:35:09.480;0;1;1;22;2018-02-14 13:35:09.507;0;617667;181432;0
22222222;2018-02-14 13:35:09.477;0;1;1;24;2018-02-14 13:35:09.497;0;617665;181431;0
22222222;2018-02-14 13:35:08.253;0;1;1;22;2018-02-14 13:35:08.263;0;617661;181430;0
22222222;2018-02-14 13:34:58.670;0;2;1;21;2018-02-14 13:34:58.697;0;617643;181428;0
22222222;2018-02-14 13:34:58.667;0;2;1;24;2018-02-14 13:34:58.687;0;617639;181427;0
22222222;2018-02-14 13:34:58.637;794;2;1;41;2018-02-14 13:34:58.663;1;617637;181425;0
22222222;2018-02-14 13:34:20.477;0;2;1;25;2018-02-14 13:34:20.490;0;617550;181398;0
22222222;2018-02-14 13:34:20.477;794;2;1;40;2018-02-14 13:34:20.493;1;617551;181399;0
22222222;2018-02-14 13:34:19.153;0;2;1;22;2018-02-14 13:34:19.177;0;617544;181396;0
22222222;2018-02-14 13:34:19.147;0;2;1;24;2018-02-14 13:34:19.167;0;617542;181395;0
22222222;2018-02-14 13:34:17.937;0;2;1;22;2018-02-14 13:34:17.947;0;617535;181394;0
22222222;2018-02-14 13:34:07.723;0;1;1;21;2018-02-14 13:34:07.753;0;617505;181388;0
22222222;2018-02-14 13:34:07.720;0;1;1;24;2018-02-14 13:34:07.743;0;617503;181387;0
22222222;2018-02-14 13:34:07.707;1915;1;1;41;2018-02-14 13:34:07.730;1;617501;181374;0
22222222;2018-02-14 13:33:30.980;1915;1;1;40;2018-02-14 13:33:30.990;1;617415;181374;0
22222222;2018-02-14 13:33:30.977;0;1;1;25;2018-02-14 13:33:30.990;0;617414;181375;0
22222222;2018-02-14 13:33:29.650;0;1;1;22;2018-02-14 13:33:29.667;0;617408;181373;0
22222222;2018-02-14 13:33:29.647;0;1;1;24;2018-02-14 13:33:29.660;0;617406;181372;0
22222222;2018-02-14 13:33:28.433;0;1;1;22;2018-02-14 13:33:28.450;0;617404;181371;0
22222222;2018-02-14 13:33:16.777;0;1;1;21;2018-02-14 13:33:16.807;0;617387;181370;0
22222222;2018-02-14 13:33:16.770;0;1;1;24;2018-02-14 13:33:16.797;0;617383;181369;0
22222222;2018-02-14 13:33:16.750;1913;1;1;41;2018-02-14 13:33:16.780;1;617381;181368;0
22222222;2018-02-14 13:32:49.093;1913;1;1;40;2018-02-14 13:32:49.107;1;617343;181368;0
22222222;2018-02-14 13:32:49.090;0;1;1;25;2018-02-14 13:32:49.103;0;617342;181367;0
22222222;2018-02-14 13:32:47.783;0;1;1;22;2018-02-14 13:32:47.807;0;617339;181366;0
22222222;2018-02-14 13:32:47.780;0;1;1;24;2018-02-14 13:32:47.797;0;617337;181365;0
22222222;2018-02-14 13:32:46.577;0;1;1;22;2018-02-14 13:32:46.590;0;617331;181364;0
22222222;2018-02-14 13:32:37.513;0;0;0;50;2018-02-14 13:32:37.537;0;617318;0;0
22222222;2018-02-14 13:32:27.970;0;0;0;49;2018-02-14 13:32:27.980;0;617303;0;0
22222222;2018-02-14 13:32:22.000;0;0;0;48;2018-02-14 13:32:22.367;0;617291;181363;0
22222222;2018-02-14 13:32:15.000;0;0;0;47;2018-02-14 13:32:15.837;0;617279;181362;0
22222222;2018-02-14 13:32:09.000;0;0;0;46;2018-02-14 13:32:09.320;0;617260;181359;0
22222222;2018-02-14 13:32:02.000;0;0;0;45;2018-02-14 13:32:02.733;0;617249;181358;0
22222222;2018-02-14 13:31:56.000;0;0;0;44;2018-02-14 13:31:56.190;0;617231;181357;0
22222222;2018-02-14 13:31:49.000;0;0;0;43;2018-02-14 13:31:49.617;0;617216;181356;0
22222222;2018-02-14 13:31:43.000;0;0;0;42;2018-02-14 13:31:43.067;0;617202;181355;0
22222222;2018-02-14 13:31:24.933;0;0;0;31;2018-02-14 13:31:24.947;0;617174;181349;0
22222222;2018-02-14 13:30:58.900;0;0;0;6;2018-02-14 13:30:58.917;0;617142;181344;0
22222222;2018-02-14 13:30:58.897;0;0;0;6;2018-02-14 13:30:58.910;0;617140;181343;0
22222222;2018-02-14 13:29:23.423;0;0;0;50;2018-02-14 13:29:23.423;0;617042;181340;0
22222222;2018-02-14 13:29:14.937;0;0;0;50;2018-02-14 13:29:23.777;0;617044;0;0
22222222;2018-02-14 13:28:52.037;0;0;0;3;2018-02-14 13:29:23.287;0;617041;181339;0
22222222;2018-02-14 13:28:50.723;0;0;0;30;2018-02-14 13:29:23.230;0;617037;181337;0
22222222;2018-02-14 13:28:50.723;0;0;0;5;2018-02-14 13:29:23.230;0;617039;181338;0
22222222;2018-02-14 13:28:31.240;0;0;0;10000;2018-02-14 13:28:31.240;0;616933;181331;0
22222222;2018-02-14 13:28:21.020;0;0;0;6;2018-02-14 13:28:21.047;0;616918;181329;0
22222222;2018-02-14 13:28:17.717;0;0;0;5;2018-02-14 13:28:17.733;0;616910;181328;0
22222222;2018-02-14 13:28:11.687;0;2;1;21;2018-02-14 13:28:11.707;0;616892;181321;0
22222222;2018-02-14 13:28:11.673;0;1;1;21;2018-02-14 13:28:11.687;0;616888;181320;0
22222222;2018-02-14 13:28:11.647;0;0;0;6;2018-02-14 13:28:11.660;0;616886;181319;0
22222222;2018-02-14 13:28:08.507;0;0;0;5;2018-02-14 13:28:08.530;0;616883;181318;0
22222222;2018-02-14 13:27:58.957;0;2;1;24;2018-02-14 13:27:58.980;0;616875;181317;0
22222222;2018-02-14 13:27:58.947;790;2;1;41;2018-02-14 13:27:58.973;1;616873;181315;0
22222222;2018-02-14 13:27:33.333;790;2;1;40;2018-02-14 13:27:33.353;1;616837;181308;0
22222222;2018-02-14 13:27:33.330;0;2;1;25;2018-02-14 13:27:33.350;0;616836;181307;0
22222222;2018-02-14 13:27:31.987;0;2;1;22;2018-02-14 13:27:32.000;0;616833;181306;0
22222222;2018-02-14 13:27:31.110;0;2;1;24;2018-02-14 13:27:31.130;0;616826;181304;0
22222222;2018-02-14 13:27:31.100;788;2;1;41;2018-02-14 13:27:31.123;1;616824;181302;0
22222222;2018-02-14 13:27:07.547;788;2;1;40;2018-02-14 13:27:07.567;1;616794;181301;0
22222222;2018-02-14 13:27:07.543;0;2;1;25;2018-02-14 13:27:07.563;0;616793;181300;0
22222222;2018-02-14 13:27:06.217;0;2;1;22;2018-02-14 13:27:06.230;0;616791;181299;0
22222222;2018-02-14 13:27:06.213;0;2;1;24;2018-02-14 13:27:06.227;0;616789;181298;0
22222222;2018-02-14 13:27:05.027;0;2;1;22;2018-02-14 13:27:05.043;0;616781;181297;0
22222222;2018-02-14 13:26:57.217;0;1;1;24;2018-02-14 13:26:57.237;0;616769;181296;0
22222222;2018-02-14 13:26:57.210;1909;1;1;41;2018-02-14 13:26:57.230;1;616767;181295;0
22222222;2018-02-14 13:26:32.323;0;1;1;25;2018-02-14 13:26:32.333;0;616725;181294;0
22222222;2018-02-14 13:26:32.323;1909;1;1;40;2018-02-14 13:26:32.337;1;616726;181295;0
22222222;2018-02-14 13:26:30.993;0;1;1;22;2018-02-14 13:26:31.010;0;616717;181293;0
22222222;2018-02-14 13:26:30.107;0;1;1;24;2018-02-14 13:26:30.127;0;616711;181292;0
22222222;2018-02-14 13:26:30.100;1907;1;1;41;2018-02-14 13:26:30.120;1;616709;181289;0
22222222;2018-02-14 13:26:04.973;1907;1;1;40;2018-02-14 13:26:04.993;1;616648;181289;0
22222222;2018-02-14 13:26:04.970;0;1;1;25;2018-02-14 13:26:04.993;0;616647;181288;0
22222222;2018-02-14 13:26:03.660;0;1;1;22;2018-02-14 13:26:03.697;0;616642;181287;0
22222222;2018-02-14 13:26:03.657;0;1;1;24;2018-02-14 13:26:03.673;0;616640;181286;0
22222222;2018-02-14 13:26:02.463;0;1;1;22;2018-02-14 13:26:02.483;0;616632;181283;0
22222222;2018-02-14 13:25:53.277;0;2;1;21;2018-02-14 13:25:53.317;0;616599;181279;0
22222222;2018-02-14 13:25:53.273;0;2;1;24;2018-02-14 13:25:53.303;0;616597;181278;0
22222222;2018-02-14 13:25:53.250;786;2;1;41;2018-02-14 13:25:53.290;1;616595;181276;0
22222222;2018-02-14 13:25:29.747;0;2;1;25;2018-02-14 13:25:29.763;0;616555;181269;0
22222222;2018-02-14 13:25:29.747;786;2;1;40;2018-02-14 13:25:29.763;1;616556;181270;0
22222222;2018-02-14 13:25:28.437;0;2;1;22;2018-02-14 13:25:28.460;0;616553;181268;0
22222222;2018-02-14 13:25:28.433;0;2;1;24;2018-02-14 13:25:28.450;0;616551;181267;0
22222222;2018-02-14 13:25:27.217;0;2;1;22;2018-02-14 13:25:27.227;0;616548;181266;0
22222222;2018-02-14 13:25:17.760;0;1;1;21;2018-02-14 13:25:17.787;0;616538;181265;0
22222222;2018-02-14 13:25:17.757;0;1;1;24;2018-02-14 13:25:17.783;0;616534;181264;0
22222222;2018-02-14 13:25:17.743;1905;1;1;41;2018-02-14 13:25:17.770;1;616532;181263;0
22222222;2018-02-14 13:24:52.573;1905;1;1;40;2018-02-14 13:24:52.583;1;616511;181263;0
22222222;2018-02-14 13:24:52.570;0;1;1;25;2018-02-14 13:24:52.583;0;616510;181262;0
22222222;2018-02-14 13:24:51.247;0;1;1;22;2018-02-14 13:24:51.270;0;616507;181261;0
22222222;2018-02-14 13:24:51.243;0;1;1;24;2018-02-14 13:24:51.257;0;616505;181260;0
22222222;2018-02-14 13:24:50.040;0;1;1;22;2018-02-14 13:24:50.050;0;616503;181259;0
22222222;2018-02-14 13:24:42.420;0;0;0;6;2018-02-14 13:24:42.433;0;616497;181258;0
22222222;2018-02-14 13:24:40.297;0;0;0;5;2018-02-14 13:24:40.320;0;616493;181257;0
22222222;2018-02-14 13:24:34.843;1901;1;2;41;2018-02-14 13:24:34.853;1;616488;181256;0
22222222;2018-02-14 13:24:34.297;0;1;1;21;2018-02-14 13:24:34.320;0;616483;181255;0
22222222;2018-02-14 13:24:34.287;0;1;1;24;2018-02-14 13:24:34.303;0;616481;181254;0
22222222;2018-02-14 13:24:34.257;0;0;0;6;2018-02-14 13:24:34.273;0;616479;181253;0
22222222;2018-02-14 13:24:33.970;0;2;1;21;2018-02-14 13:24:33.983;0;616478;181252;0
22222222;2018-02-14 13:24:29.613;0;0;0;5;2018-02-14 13:24:29.630;0;616472;181251;0
22222222;2018-02-14 13:24:28.673;0;2;1;24;2018-02-14 13:24:28.703;0;616468;181249;0
22222222;2018-02-14 13:24:28.657;782;2;1;41;2018-02-14 13:24:28.690;1;616467;181247;0
22222222;2018-02-14 13:24:08.253;0;1;1;21;2018-02-14 13:24:08.267;0;616441;181246;0
22222222;2018-02-14 13:24:06.917;0;1;1;22;2018-02-14 13:24:06.930;0;616438;181245;0
22222222;2018-02-14 13:24:06.017;0;1;1;24;2018-02-14 13:24:06.040;0;616433;181244;0
22222222;2018-02-14 13:24:06.007;1899;1;1;41;2018-02-14 13:24:06.023;1;616431;181231;0
22222222;2018-02-14 13:24:04.227;0;0;0;6;2018-02-14 13:24:04.240;0;616425;181243;0
22222222;2018-02-14 13:23:57.487;0;0;0;5;2018-02-14 13:23:57.507;0;616415;181242;0
22222222;2018-02-14 13:23:37.213;0;0;0;20;2018-02-14 13:23:37.237;0;616380;181239;0
22222222;2018-02-14 13:23:26.153;0;0;0;17;2018-02-14 13:23:26.167;0;616351;181234;0
22222222;2018-02-14 13:23:16.840;0;2;1;21;2018-02-14 13:23:16.850;0;616336;181232;0
22222222;2018-02-14 13:23:16.750;1899;1;1;40;2018-02-14 13:23:16.770;1;616333;181231;0
22222222;2018-02-14 13:23:16.747;0;1;1;25;2018-02-14 13:23:16.770;0;616332;181230;0
22222222;2018-02-14 13:23:15.477;0;2;1;24;2018-02-14 13:23:15.487;0;616310;181226;0
22222222;2018-02-14 13:23:15.477;0;2;1;22;2018-02-14 13:23:15.493;0;616314;181227;0
22222222;2018-02-14 13:23:15.393;0;1;1;22;2018-02-14 13:23:15.417;0;616308;181225;0
22222222;2018-02-14 13:23:15.387;0;1;1;24;2018-02-14 13:23:15.407;0;616306;181224;0
22222222;2018-02-14 13:23:14.230;0;2;1;22;2018-02-14 13:23:14.250;0;616305;181223;0
22222222;2018-02-14 13:23:14.197;0;1;1;22;2018-02-14 13:23:14.210;0;616303;181222;0
22222222;2018-02-14 13:23:06.493;0;0;0;6;2018-02-14 13:23:06.507;0;616288;181221;0
22222222;2018-02-14 13:23:03.187;0;0;0;5;2018-02-14 13:23:03.200;0;616281;181220;0
22222222;2018-02-14 13:22:58.460;1895;1;2;41;2018-02-14 13:22:58.473;1;616275;181215;0
22222222;2018-02-14 13:22:58.433;778;2;2;41;2018-02-14 13:22:58.467;1;616274;181219;0
22222222;2018-02-14 13:22:58.407;0;2;1;21;2018-02-14 13:22:58.440;0;616270;181217;0
22222222;2018-02-14 13:22:58.393;0;2;1;24;2018-02-14 13:22:58.410;0;616268;181216;0
22222222;2018-02-14 13:22:57.237;0;1;1;21;2018-02-14 13:22:57.253;0;616263;181214;0
22222222;2018-02-14 13:22:57.233;0;1;1;24;2018-02-14 13:22:57.247;0;616261;181213;0
22222222;2018-02-14 13:22:57.147;0;0;0;6;2018-02-14 13:22:57.177;0;616259;181212;0
22222222;2018-02-14 13:22:52.447;0;0;0;5;2018-02-14 13:22:52.460;0;616249;181211;0
22222222;2018-02-14 13:22:30.393;0;1;1;21;2018-02-14 13:22:30.410;0;616221;181209;0
22222222;2018-02-14 13:22:29.057;0;1;1;22;2018-02-14 13:22:29.070;0;616218;181208;0
22222222;2018-02-14 13:22:28.177;0;1;1;24;2018-02-14 13:22:28.207;0;616214;181207;0
22222222;2018-02-14 13:22:28.163;1893;1;1;41;2018-02-14 13:22:28.190;1;616212;181196;0
22222222;2018-02-14 13:22:26.900;0;0;0;20;2018-02-14 13:22:26.913;0;616209;181206;0
22222222;2018-02-14 13:22:07.077;0;0;0;16;2018-02-14 13:22:07.097;0;616173;181199;0
22222222;2018-02-14 13:21:41.330;0;2;1;21;2018-02-14 13:21:41.343;0;616161;181198;0
22222222;2018-02-14 13:21:41.247;1893;1;1;40;2018-02-14 13:21:41.267;1;616158;181196;0
22222222;2018-02-14 13:21:41.243;0;1;1;25;2018-02-14 13:21:41.263;0;616157;181197;0
22222222;2018-02-14 13:21:39.957;0;2;1;24;2018-02-14 13:21:39.970;0;616149;181194;0
22222222;2018-02-14 13:21:39.957;0;2;1;22;2018-02-14 13:21:39.973;0;616153;181195;0
22222222;2018-02-14 13:21:39.867;0;1;1;22;2018-02-14 13:21:39.890;0;616147;181193;0
22222222;2018-02-14 13:21:39.863;0;1;1;24;2018-02-14 13:21:39.880;0;616145;181192;0
22222222;2018-02-14 13:21:38.707;0;2;1;22;2018-02-14 13:21:38.717;0;616143;181191;0
22222222;2018-02-14 13:21:38.670;0;1;1;22;2018-02-14 13:21:38.683;0;616141;181190;0
22222222;2018-02-14 13:21:30.987;0;0;0;6;2018-02-14 13:21:31.003;0;616116;181182;0
22222222;2018-02-14 13:21:27.720;0;0;0;5;2018-02-14 13:21:27.733;0;616108;181181;0
22222222;2018-02-14 13:21:22.320;774;2;2;41;2018-02-14 13:21:22.337;1;616100;181180;0
22222222;2018-02-14 13:21:22.303;0;2;1;21;2018-02-14 13:21:22.320;0;616096;181178;0
22222222;2018-02-14 13:21:22.290;0;2;1;24;2018-02-14 13:21:22.310;0;616094;181177;0
22222222;2018-02-14 13:21:22.260;1889;1;2;41;2018-02-14 13:21:22.290;1;616093;181176;0
22222222;2018-02-14 13:21:22.250;0;1;1;21;2018-02-14 13:21:22.267;0;616089;181175;0
22222222;2018-02-14 13:21:22.243;0;1;1;24;2018-02-14 13:21:22.257;0;616087;181174;0
22222222;2018-02-14 13:21:21.673;0;0;0;6;2018-02-14 13:21:21.687;0;616085;181173;0
22222222;2018-02-14 13:21:16.793;0;0;0;5;2018-02-14 13:21:16.807;0;616076;181172;0
22222222;2018-02-14 13:20:51.560;0;0;0;20;2018-02-14 13:20:51.580;0;616037;181167;0
22222222;2018-02-14 13:20:41.143;0;2;1;21;2018-02-14 13:20:41.160;0;616013;181163;0
22222222;2018-02-14 13:20:40.337;0;0;0;15;2018-02-14 13:20:40.357;0;616009;181162;0
22222222;2018-02-14 13:20:39.800;0;2;1;22;2018-02-14 13:20:39.820;0;616007;181161;0
22222222;2018-02-14 13:20:38.890;0;2;1;24;2018-02-14 13:20:38.903;0;616003;181159;0
22222222;2018-02-14 13:20:38.883;772;2;1;41;2018-02-14 13:20:38.900;1;616001;181157;0
22222222;2018-02-14 13:20:17.637;0;1;1;21;2018-02-14 13:20:17.657;0;615967;181156;0
22222222;2018-02-14 13:20:16.303;0;1;1;22;2018-02-14 13:20:16.320;0;615965;181155;0
22222222;2018-02-14 13:20:15.417;0;1;1;24;2018-02-14 13:20:15.450;0;615961;181154;0
22222222;2018-02-14 13:20:15.407;1887;1;1;41;2018-02-14 13:20:15.440;1;615959;181150;0
22222222;2018-02-14 13:19:50.087;0;2;1;21;2018-02-14 13:19:50.100;0;615907;181151;0
22222222;2018-02-14 13:19:50.000;0;1;1;25;2018-02-14 13:19:50.020;0;615903;181149;0
22222222;2018-02-14 13:19:50.000;1887;1;1;40;2018-02-14 13:19:50.020;1;615904;181150;0
22222222;2018-02-14 13:19:48.730;0;2;1;22;2018-02-14 13:19:48.747;0;615899;181148;0
22222222;2018-02-14 13:19:48.727;0;2;1;24;2018-02-14 13:19:48.740;0;615896;181147;0
22222222;2018-02-14 13:19:48.643;0;1;1;22;2018-02-14 13:19:48.667;0;615895;181146;0
22222222;2018-02-14 13:19:48.637;0;1;1;24;2018-02-14 13:19:48.657;0;615894;181145;0
22222222;2018-02-14 13:19:47.467;0;2;1;22;2018-02-14 13:19:47.477;0;615893;181144;0
22222222;2018-02-14 13:19:47.423;0;1;1;22;2018-02-14 13:19:47.433;0;615892;181143;0
