Id	MachineId	Timestamp	EntryType	Source	Parameter	ExtendedParameter	UserComment	SignalResult	SignalStream	Parameter2	Parameter3	Parameter4	Parameter5	ErrorCategoryId
30782907	1009	2018-02-22 06:37:18.653	1	401 // VFR // 410976 // DMU 105	401 // VFR // 410976 // DMU 105			0						0
30782908	1009	2018-02-22 06:37:18.730	4	401 // VFR // 410976 // DMU 105	700919	131000, PNOZmulti-Fehler -> Für mehr Informationen bitte DMG PVIS Diagnose öffnen|510113, SPI-VS-H, Spindel geklemmt/geloest beide 0-Signal|700919, SPVS-HA-HPT, NOT-HALT|		0		131000, PNOZmulti-Fehler -> Für mehr Informationen bitte DMG PVIS Diagnose öffnen|510113, SPI-VS-H, Spindel geklemmt/geloest beide 0-Signal|700919, SPVS-HA-HPT, NOT-HALT|	Idle			0
30782911	1009	2018-02-22 06:37:19.230	15	401 // VFR // 410976 // DMU 105	FINISHED			0		FREASE.MPF	FREASE.MPF	Manual		0
30782910	1009	2018-02-22 06:37:19.230	17	401 // VFR // 410976 // DMU 105	FREASE.MPF			0		FREASE.MPF				0
30782912	1009	2018-02-22 06:37:19.290	25	401 // VFR // 410976 // DMU 105	Manual			0						0
30782913	1009	2018-02-22 06:37:19.557	17	401 // VFR // 410976 // DMU 105	FREASE.MPF			0		FREASE.MPF	FREASE.MPF			0
30782914	1009	2018-02-22 06:37:19.573	15	401 // VFR // 410976 // DMU 105	FINISHED			0		FREASE.MPF	FREASE.MPF	Manual		0
30782915	1009	2018-02-22 06:37:19.573	17	401 // VFR // 410976 // DMU 105	\WKS.DIR\SEIDLA.WPD\FREASE.MPF			0		\WKS.DIR\SEIDLA.WPD\FREASE.MPF	FREASE.MPF			0
30782916	1009	2018-02-22 06:37:19.573	17	401 // VFR // 410976 // DMU 105	FREASE.MPF			0		FREASE.MPF	FREASE.MPF			0
30782918	1009	2018-02-22 06:37:19.587	4	401 // VFR // 410976 // DMU 105	700720	131000, PNOZmulti-Fehler -> Für mehr Informationen bitte DMG PVIS Diagnose öffnen|700836, SPVS-HA-HPT, 4. Achse Klemmung Zu 0-Signal|700919, SPVS-HA-HPT, NOT-HALT|700720, SPVS-HA-HPT, Eingang Kabinentuer geschlossen 0-Signal|510113, SPI-VS-H, Spindel geklemmt/geloest beide 0-Signal|		0		131000, PNOZmulti-Fehler -> Für mehr Informationen bitte DMG PVIS Diagnose öffnen|700836, SPVS-HA-HPT, 4. Achse Klemmung Zu 0-Signal|700919, SPVS-HA-HPT, NOT-HALT|700720, SPVS-HA-HPT, Eingang Kabinentuer geschlossen 0-Signal|510113, SPI-VS-H, Spindel geklemmt/geloest beide 0-Signal|	Idle			0
30782917	1009	2018-02-22 06:37:19.587	17	401 // VFR // 410976 // DMU 105	\WKS.DIR\SEIDLA.WPD\FREASE.MPF			0		\WKS.DIR\SEIDLA.WPD\FREASE.MPF	FREASE.MPF			0
30782919	1009	2018-02-22 06:37:19.633	32	401 // VFR // 410976 // DMU 105	Red 			0		8				0
30782961	1009	2018-02-22 06:37:55.657	5	401 // VFR // 410976 // DMU 105	700720			0						0
30782963	1009	2018-02-22 06:37:57.607	5	401 // VFR // 410976 // DMU 105	131000			0						0
30782965	1009	2018-02-22 06:37:58.293	4	401 // VFR // 410976 // DMU 105	702245	702245, SPVS-HA-HPT-G0, Eingang Störung Hydraulik 0-Signal|700836, SPVS-HA-HPT, 4. Achse Klemmung Zu 0-Signal|700919, SPVS-HA-HPT, NOT-HALT|510113, SPI-VS-H, Spindel geklemmt/geloest beide 0-Signal|		0		702245, SPVS-HA-HPT-G0, Eingang Störung Hydraulik 0-Signal|700836, SPVS-HA-HPT, 4. Achse Klemmung Zu 0-Signal|700919, SPVS-HA-HPT, NOT-HALT|510113, SPI-VS-H, Spindel geklemmt/geloest beide 0-Signal|	Idle			0
30782968	1009	2018-02-22 06:37:58.400	4	401 // VFR // 410976 // DMU 105	700425	700915, SPVS-HA-HPT, 6.Achse Klemmung Zu 0-Signal|700425, WAR, Sammelfehler Heiz-Kühlaggregat Kühlmittel|702245, SPVS-HA-HPT-G0, Eingang Störung Hydraulik 0-Signal|700836, SPVS-HA-HPT, 4. Achse Klemmung Zu 0-Signal|700919, SPVS-HA-HPT, NOT-HALT|510113, SPI-VS-H, Spindel geklemmt/geloest beide 0-Signal|		0		700915, SPVS-HA-HPT, 6.Achse Klemmung Zu 0-Signal|700425, WAR, Sammelfehler Heiz-Kühlaggregat Kühlmittel|702245, SPVS-HA-HPT-G0, Eingang Störung Hydraulik 0-Signal|700836, SPVS-HA-HPT, 4. Achse Klemmung Zu 0-Signal|700919, SPVS-HA-HPT, NOT-HALT|510113, SPI-VS-H, Spindel geklemmt/geloest beide 0-Signal|	Idle			0
30782969	1009	2018-02-22 06:37:58.527	5	401 // VFR // 410976 // DMU 105	700919			0						0
30782970	1009	2018-02-22 06:37:58.527	5	401 // VFR // 410976 // DMU 105	700836			0						0
30782971	1009	2018-02-22 06:37:58.527	5	401 // VFR // 410976 // DMU 105	702245			0						0
30782972	1009	2018-02-22 06:37:58.540	5	401 // VFR // 410976 // DMU 105	700425			0						0
30782973	1009	2018-02-22 06:37:58.603	5	401 // VFR // 410976 // DMU 105	700915			0						0
30782981	1009	2018-02-22 06:38:00.507	5	401 // VFR // 410976 // DMU 105	510113			0						0
30782982	1009	2018-02-22 06:38:00.897	15	401 // VFR // 410976 // DMU 105	RUNNING			0		\WKS.DIR\SEIDLA.WPD\FREASE.MPF	\WKS.DIR\SEIDLA.WPD\FREASE.MPF	Manual		0
30782984	1009	2018-02-22 06:38:01.943	15	401 // VFR // 410976 // DMU 105	FINISHED			0		\WKS.DIR\SEIDLA.WPD\FREASE.MPF	\WKS.DIR\SEIDLA.WPD\FREASE.MPF	Manual		0
30782985	1009	2018-02-22 06:38:02.083	32	401 // VFR // 410976 // DMU 105				0		0				0
30782986	1009	2018-02-22 06:38:15.937	25	401 // VFR // 410976 // DMU 105	MDI			0						0
30782987	1009	2018-02-22 06:38:15.950	17	401 // VFR // 410976 // DMU 105	\WKS.DIR\SEIDLA.WPD\FREASE.MPF			0		\WKS.DIR\SEIDLA.WPD\FREASE.MPF	OSTORE1.SYF			0
30782988	1009	2018-02-22 06:38:18.917	32	401 // VFR // 410976 // DMU 105	Blue Green 			0		3				0
30782989	1009	2018-02-22 06:38:21.787	15	401 // VFR // 410976 // DMU 105	RUNNING			0		\WKS.DIR\SEIDLA.WPD\FREASE.MPF	\WKS.DIR\SEIDLA.WPD\FREASE.MPF	MDI		0
30782992	1009	2018-02-22 06:38:24.813	32	401 // VFR // 410976 // DMU 105	Green 			0		2				0
30782994	1009	2018-02-22 06:38:33.953	15	401 // VFR // 410976 // DMU 105	STOPPED			0		\WKS.DIR\SEIDLA.WPD\FREASE.MPF	\WKS.DIR\SEIDLA.WPD\FREASE.MPF	MDI		0
30782995	1009	2018-02-22 06:38:34.360	15	401 // VFR // 410976 // DMU 105	FINISHED			0		\WKS.DIR\SEIDLA.WPD\FREASE.MPF	\WKS.DIR\SEIDLA.WPD\FREASE.MPF	MDI		0
30782996	1009	2018-02-22 06:38:37.387	32	401 // VFR // 410976 // DMU 105	Blue Green 			0		3				0
30784392	1009	2018-02-22 07:33:39.897	15	401 // VFR // 410976 // DMU 105	RUNNING			0		\WKS.DIR\SEIDLA.WPD\FREASE.MPF	\WKS.DIR\SEIDLA.WPD\FREASE.MPF	MDI		0
30784395	1009	2018-02-22 07:33:42.173	15	401 // VFR // 410976 // DMU 105	STOPPED			0		\WKS.DIR\SEIDLA.WPD\FREASE.MPF	\WKS.DIR\SEIDLA.WPD\FREASE.MPF	MDI		0
30784399	1009	2018-02-22 07:33:42.563	15	401 // VFR // 410976 // DMU 105	FINISHED			0		\WKS.DIR\SEIDLA.WPD\FREASE.MPF	\WKS.DIR\SEIDLA.WPD\FREASE.MPF	MDI		0
30784411	1009	2018-02-22 07:33:51.033	32	401 // VFR // 410976 // DMU 105				0		0				0
30784637	1009	2018-02-22 07:42:25.463	25	401 // VFR // 410976 // DMU 105	Manual			0						0
30784638	1009	2018-02-22 07:42:27.477	32	401 // VFR // 410976 // DMU 105	Blue 			0		1				0
30784641	1009	2018-02-22 07:42:28.847	4	401 // VFR // 410976 // DMU 105	700839	700839, SPVS-HA-HPT, Fahrbefehl für Achse nur bei Betätigung der Zustimmtaste gültig|		0		700839, SPVS-HA-HPT, Fahrbefehl für Achse nur bei Betätigung der Zustimmtaste gültig|	Idle			0
30784644	1009	2018-02-22 07:42:30.313	5	401 // VFR // 410976 // DMU 105	700839			0						0
30784726	1009	2018-02-22 07:45:25.783	17	401 // VFR // 410976 // DMU 105	\WKS.DIR\SEIDLA.WPD\FREASE.MPF			0		\WKS.DIR\SEIDLA.WPD\FREASE.MPF	ABNAHME_OPERATE_ALLG.MPF			0
30784727	1009	2018-02-22 07:45:25.863	17	401 // VFR // 410976 // DMU 105	\WKS.DIR\SEIDLA.WPD\ABNAHME_OPERATE_ALLG.MPF			0		\WKS.DIR\SEIDLA.WPD\ABNAHME_OPERATE_ALLG.MPF	ABNAHME_OPERATE_ALLG.MPF			0
30784728	1009	2018-02-22 07:45:25.863	25	401 // VFR // 410976 // DMU 105	Automatic			0						0
30784733	1009	2018-02-22 07:46:06.173	32	401 // VFR // 410976 // DMU 105				0		0				0
30784734	1009	2018-02-22 07:46:06.703	4	401 // VFR // 410976 // DMU 105	131000	131000, PNOZmulti-Fehler -> Für mehr Informationen bitte DMG PVIS Diagnose öffnen|		0		131000, PNOZmulti-Fehler -> Für mehr Informationen bitte DMG PVIS Diagnose öffnen|	Idle			0
30784736	1009	2018-02-22 07:46:07.610	5	401 // VFR // 410976 // DMU 105	131000			0						0
30784739	1009	2018-02-22 07:46:11.040	32	401 // VFR // 410976 // DMU 105	Blue Green 			0		3				0
30784741	1009	2018-02-22 07:46:12.523	25	401 // VFR // 410976 // DMU 105	MDI			0						0
30784742	1009	2018-02-22 07:46:12.583	17	401 // VFR // 410976 // DMU 105	\WKS.DIR\SEIDLA.WPD\ABNAHME_OPERATE_ALLG.MPF			0		\WKS.DIR\SEIDLA.WPD\ABNAHME_OPERATE_ALLG.MPF	OSTORE1.SYF			0
30784754	1009	2018-02-22 07:46:31.023	15	401 // VFR // 410976 // DMU 105	RUNNING			0		\WKS.DIR\SEIDLA.WPD\ABNAHME_OPERATE_ALLG.MPF	\WKS.DIR\SEIDLA.WPD\ABNAHME_OPERATE_ALLG.MPF	MDI		0
30784755	1009	2018-02-22 07:46:31.290	15	401 // VFR // 410976 // DMU 105	STOPPED			0		\WKS.DIR\SEIDLA.WPD\ABNAHME_OPERATE_ALLG.MPF	\WKS.DIR\SEIDLA.WPD\ABNAHME_OPERATE_ALLG.MPF	MDI		0
30784760	1009	2018-02-22 07:46:34.567	32	401 // VFR // 410976 // DMU 105				0		0				0
30784795	1009	2018-02-22 07:47:16.063	15	401 // VFR // 410976 // DMU 105	RUNNING			0		\WKS.DIR\SEIDLA.WPD\ABNAHME_OPERATE_ALLG.MPF	\WKS.DIR\SEIDLA.WPD\ABNAHME_OPERATE_ALLG.MPF	MDI		0
30784797	1009	2018-02-22 07:47:17.497	15	401 // VFR // 410976 // DMU 105	STOPPED			0		\WKS.DIR\SEIDLA.WPD\ABNAHME_OPERATE_ALLG.MPF	\WKS.DIR\SEIDLA.WPD\ABNAHME_OPERATE_ALLG.MPF	MDI		0
30784798	1009	2018-02-22 07:47:17.887	15	401 // VFR // 410976 // DMU 105	FINISHED			0		\WKS.DIR\SEIDLA.WPD\ABNAHME_OPERATE_ALLG.MPF	\WKS.DIR\SEIDLA.WPD\ABNAHME_OPERATE_ALLG.MPF	MDI		0
30784799	1009	2018-02-22 07:47:19.087	25	401 // VFR // 410976 // DMU 105	Manual			0						0
30784800	1009	2018-02-22 07:47:19.697	32	401 // VFR // 410976 // DMU 105	Green 			0		2				0
30784801	1009	2018-02-22 07:47:22.940	32	401 // VFR // 410976 // DMU 105	Blue Green 			0		19				0
30784802	1009	2018-02-22 07:47:24.360	32	401 // VFR // 410976 // DMU 105	Blue Green 			0		3				0
30784803	1009	2018-02-22 07:47:26.310	17	401 // VFR // 410976 // DMU 105	\WKS.DIR\SEIDLA.WPD\ABNAHME_OPERATE_ALLG.MPF			0		\WKS.DIR\SEIDLA.WPD\ABNAHME_OPERATE_ALLG.MPF	MA_JOG_STEP1.MPF			0
30784804	1009	2018-02-22 07:47:26.327	15	401 // VFR // 410976 // DMU 105	RUNNING			0		\WKS.DIR\SEIDLA.WPD\ABNAHME_OPERATE_ALLG.MPF	\WKS.DIR\SEIDLA.WPD\ABNAHME_OPERATE_ALLG.MPF	Manual		0
30784805	1009	2018-02-22 07:47:29.633	32	401 // VFR // 410976 // DMU 105	Green 			0		2				0
30784806	1009	2018-02-22 07:47:30.507	15	401 // VFR // 410976 // DMU 105	RUNNING			0		\WKS.DIR\SEIDLA.WPD\ABNAHME_OPERATE_ALLG.MPF	\WKS.DIR\SEIDLA.WPD\ABNAHME_OPERATE_ALLG.MPF	Manual		0
30784807	1009	2018-02-22 07:47:30.850	32	401 // VFR // 410976 // DMU 105				0		0				0
30784808	1009	2018-02-22 07:47:33.690	32	401 // VFR // 410976 // DMU 105	Green 			0		2				0
30784809	1009	2018-02-22 07:47:35.843	15	401 // VFR // 410976 // DMU 105	STOPPED			0		\WKS.DIR\SEIDLA.WPD\ABNAHME_OPERATE_ALLG.MPF	\WKS.DIR\SEIDLA.WPD\ABNAHME_OPERATE_ALLG.MPF	Manual		0
30784810	1009	2018-02-22 07:47:35.857	17	401 // VFR // 410976 // DMU 105	\WKS.DIR\SEIDLA.WPD\ABNAHME_OPERATE_ALLG.MPF			0		\WKS.DIR\SEIDLA.WPD\ABNAHME_OPERATE_ALLG.MPF	OSTORE1.SYF			0
30784811	1009	2018-02-22 07:47:36.357	15	401 // VFR // 410976 // DMU 105	FINISHED			0		\WKS.DIR\SEIDLA.WPD\ABNAHME_OPERATE_ALLG.MPF	\WKS.DIR\SEIDLA.WPD\ABNAHME_OPERATE_ALLG.MPF	Manual		0
30784812	1009	2018-02-22 07:47:39.540	25	401 // VFR // 410976 // DMU 105	MDI			0						0
30784814	1009	2018-02-22 07:47:39.773	32	401 // VFR // 410976 // DMU 105	Blue Green 			0		3				0
30784817	1009	2018-02-22 07:47:48.760	15	401 // VFR // 410976 // DMU 105	RUNNING			0		\WKS.DIR\SEIDLA.WPD\ABNAHME_OPERATE_ALLG.MPF	\WKS.DIR\SEIDLA.WPD\ABNAHME_OPERATE_ALLG.MPF	MDI		0
30784819	1009	2018-02-22 07:47:51.740	15	401 // VFR // 410976 // DMU 105	STOPPED			0		\WKS.DIR\SEIDLA.WPD\ABNAHME_OPERATE_ALLG.MPF	\WKS.DIR\SEIDLA.WPD\ABNAHME_OPERATE_ALLG.MPF	MDI		0
30784820	1009	2018-02-22 07:47:51.943	32	401 // VFR // 410976 // DMU 105	Green 			0		2				0
30784821	1009	2018-02-22 07:47:52.223	15	401 // VFR // 410976 // DMU 105	FINISHED			0		\WKS.DIR\SEIDLA.WPD\ABNAHME_OPERATE_ALLG.MPF	\WKS.DIR\SEIDLA.WPD\ABNAHME_OPERATE_ALLG.MPF	MDI		0
30784822	1009	2018-02-22 07:47:54.000	25	401 // VFR // 410976 // DMU 105	Manual			0						0
30784823	1009	2018-02-22 07:47:57.637	4	401 // VFR // 410976 // DMU 105	10621	10621, Achse Y1 steht auf Softwareendschalter +|		0		10621, Achse Y1 steht auf Softwareendschalter +|	Idle			0
30784824	1009	2018-02-22 07:47:58.230	32	401 // VFR // 410976 // DMU 105	Blue Green 			0		3				0
30784827	1009	2018-02-22 07:48:04.517	32	401 // VFR // 410976 // DMU 105	Blue Green Red 			0		11				0
30784828	1009	2018-02-22 07:48:04.720	32	401 // VFR // 410976 // DMU 105	Red 			0		8				0
30784834	1009	2018-02-22 07:48:12.893	5	401 // VFR // 410976 // DMU 105	10621			0						0
30784839	1009	2018-02-22 07:48:16.480	32	401 // VFR // 410976 // DMU 105				0		0				0
30784840	1009	2018-02-22 07:48:16.683	32	401 // VFR // 410976 // DMU 105	Green 			0		2				0
30784842	1009	2018-02-22 07:48:17.963	32	401 // VFR // 410976 // DMU 105	Blue Green 			0		3				0
30784843	1009	2018-02-22 07:48:19.320	25	401 // VFR // 410976 // DMU 105	MDI			0						0
30784853	1009	2018-02-22 07:48:26.853	15	401 // VFR // 410976 // DMU 105	RUNNING			0		\WKS.DIR\SEIDLA.WPD\ABNAHME_OPERATE_ALLG.MPF	\WKS.DIR\SEIDLA.WPD\ABNAHME_OPERATE_ALLG.MPF	MDI		0
30784854	1009	2018-02-22 07:48:27.057	15	401 // VFR // 410976 // DMU 105	STOPPED			0		\WKS.DIR\SEIDLA.WPD\ABNAHME_OPERATE_ALLG.MPF	\WKS.DIR\SEIDLA.WPD\ABNAHME_OPERATE_ALLG.MPF	MDI		0
30784860	1009	2018-02-22 07:48:30.740	32	401 // VFR // 410976 // DMU 105				0		0				0
30784862	1009	2018-02-22 07:48:32.813	15	401 // VFR // 410976 // DMU 105	RUNNING			0		\WKS.DIR\SEIDLA.WPD\ABNAHME_OPERATE_ALLG.MPF	\WKS.DIR\SEIDLA.WPD\ABNAHME_OPERATE_ALLG.MPF	MDI		0
30784863	1009	2018-02-22 07:48:33.063	15	401 // VFR // 410976 // DMU 105	STOPPED			0		\WKS.DIR\SEIDLA.WPD\ABNAHME_OPERATE_ALLG.MPF	\WKS.DIR\SEIDLA.WPD\ABNAHME_OPERATE_ALLG.MPF	MDI		0
30784958	1009	2018-02-22 07:56:39.163	15	401 // VFR // 410976 // DMU 105	RUNNING			0		\WKS.DIR\SEIDLA.WPD\ABNAHME_OPERATE_ALLG.MPF	\WKS.DIR\SEIDLA.WPD\ABNAHME_OPERATE_ALLG.MPF	MDI		0
30784959	1009	2018-02-22 07:56:40.350	15	401 // VFR // 410976 // DMU 105	STOPPED			0		\WKS.DIR\SEIDLA.WPD\ABNAHME_OPERATE_ALLG.MPF	\WKS.DIR\SEIDLA.WPD\ABNAHME_OPERATE_ALLG.MPF	MDI		0
30784960	1009	2018-02-22 07:56:40.847	15	401 // VFR // 410976 // DMU 105	FINISHED			0		\WKS.DIR\SEIDLA.WPD\ABNAHME_OPERATE_ALLG.MPF	\WKS.DIR\SEIDLA.WPD\ABNAHME_OPERATE_ALLG.MPF	MDI		0
30784961	1009	2018-02-22 07:56:42.923	32	401 // VFR // 410976 // DMU 105	Green 			0		2				0
30784962	1009	2018-02-22 07:56:44.140	32	401 // VFR // 410976 // DMU 105	Blue Green 			0		3				0
30784963	1009	2018-02-22 07:56:46.543	17	401 // VFR // 410976 // DMU 105	\WKS.DIR\SEIDLA.WPD\ABNAHME_OPERATE_ALLG.MPF			0		\WKS.DIR\SEIDLA.WPD\ABNAHME_OPERATE_ALLG.MPF	ABNAHME_OPERATE_ALLG.MPF			0
30784964	1009	2018-02-22 07:56:46.620	25	401 // VFR // 410976 // DMU 105	Automatic			0						0
30784965	1009	2018-02-22 07:56:48.493	15	401 // VFR // 410976 // DMU 105	RUNNING			0		\WKS.DIR\SEIDLA.WPD\ABNAHME_OPERATE_ALLG.MPF	\WKS.DIR\SEIDLA.WPD\ABNAHME_OPERATE_ALLG.MPF	Automatic		0
30784966	1009	2018-02-22 07:56:49.803	17	401 // VFR // 410976 // DMU 105	\WKS.DIR\SEIDLA.WPD\ABNAHME_OPERATE_ALLG.MPF			0		\WKS.DIR\SEIDLA.WPD\ABNAHME_OPERATE_ALLG.MPF	L_TOLR.SPF			0
30784967	1009	2018-02-22 07:56:49.897	17	401 // VFR // 410976 // DMU 105	\WKS.DIR\SEIDLA.WPD\ABNAHME_OPERATE_ALLG.MPF			0		\WKS.DIR\SEIDLA.WPD\ABNAHME_OPERATE_ALLG.MPF	ABNAHME_OPERATE_ALLG.MPF			0
30784968	1009	2018-02-22 07:56:50.253	4	401 // VFR // 410976 // DMU 105	10860	10860, Satz 39 Kein Vorschub programmiert|		0		10860, Satz 39 Kein Vorschub programmiert|	Idle			0
30784969	1009	2018-02-22 07:56:50.300	15	401 // VFR // 410976 // DMU 105	STOPPED			0		\WKS.DIR\SEIDLA.WPD\ABNAHME_OPERATE_ALLG.MPF	\WKS.DIR\SEIDLA.WPD\ABNAHME_OPERATE_ALLG.MPF	Automatic		0
30784970	1009	2018-02-22 07:56:51.643	32	401 // VFR // 410976 // DMU 105	Green 			0		2				0
30784971	1009	2018-02-22 07:56:54.280	32	401 // VFR // 410976 // DMU 105				0		0				0
30784972	1009	2018-02-22 07:56:56.510	32	401 // VFR // 410976 // DMU 105	Red 			0		8				0
30784973	1009	2018-02-22 07:57:22.767	5	401 // VFR // 410976 // DMU 105	10860			0						0
30784974	1009	2018-02-22 07:57:23.873	15	401 // VFR // 410976 // DMU 105	FINISHED			0		\WKS.DIR\SEIDLA.WPD\ABNAHME_OPERATE_ALLG.MPF	\WKS.DIR\SEIDLA.WPD\ABNAHME_OPERATE_ALLG.MPF	Automatic		0
30784975	1009	2018-02-22 07:57:25.917	32	401 // VFR // 410976 // DMU 105				0		0				0
30784976	1009	2018-02-22 07:57:26.447	32	401 // VFR // 410976 // DMU 105	Green 			0		2				0
30784977	1009	2018-02-22 07:57:27.460	32	401 // VFR // 410976 // DMU 105	Blue Green 			0		3				0
30784978	1009	2018-02-22 07:57:34.980	15	401 // VFR // 410976 // DMU 105	STOPPED			0		\WKS.DIR\SEIDLA.WPD\ABNAHME_OPERATE_ALLG.MPF	\WKS.DIR\SEIDLA.WPD\ABNAHME_OPERATE_ALLG.MPF	Automatic		0
30784979	1009	2018-02-22 07:57:36.273	15	401 // VFR // 410976 // DMU 105	FINISHED			0		\WKS.DIR\SEIDLA.WPD\ABNAHME_OPERATE_ALLG.MPF	\WKS.DIR\SEIDLA.WPD\ABNAHME_OPERATE_ALLG.MPF	Automatic		0
30784980	1009	2018-02-22 07:57:38.397	15	401 // VFR // 410976 // DMU 105	RUNNING			0		\WKS.DIR\SEIDLA.WPD\ABNAHME_OPERATE_ALLG.MPF	\WKS.DIR\SEIDLA.WPD\ABNAHME_OPERATE_ALLG.MPF	Automatic		0
30784981	1009	2018-02-22 07:57:39.677	17	401 // VFR // 410976 // DMU 105	\WKS.DIR\SEIDLA.WPD\ABNAHME_OPERATE_ALLG.MPF			0		\WKS.DIR\SEIDLA.WPD\ABNAHME_OPERATE_ALLG.MPF	L_TOLR.SPF			0
30784982	1009	2018-02-22 07:57:39.783	17	401 // VFR // 410976 // DMU 105	\WKS.DIR\SEIDLA.WPD\ABNAHME_OPERATE_ALLG.MPF			0		\WKS.DIR\SEIDLA.WPD\ABNAHME_OPERATE_ALLG.MPF	ABNAHME_OPERATE_ALLG.MPF			0
30784984	1009	2018-02-22 07:57:40.190	17	401 // VFR // 410976 // DMU 105	\WKS.DIR\SEIDLA.WPD\ABNAHME_OPERATE_ALLG.MPF			0		\WKS.DIR\SEIDLA.WPD\ABNAHME_OPERATE_ALLG.MPF	ASUP2.SYF			0
30784986	1009	2018-02-22 07:57:40.270	17	401 // VFR // 410976 // DMU 105	\WKS.DIR\SEIDLA.WPD\ABNAHME_OPERATE_ALLG.MPF			0		\WKS.DIR\SEIDLA.WPD\ABNAHME_OPERATE_ALLG.MPF	ABNAHME_OPERATE_ALLG.MPF			0
30784987	1009	2018-02-22 07:57:41.657	32	401 // VFR // 410976 // DMU 105	Green 			0		2				0
30785002	1009	2018-02-22 07:58:03.357	15	401 // VFR // 410976 // DMU 105	STOPPED			0		\WKS.DIR\SEIDLA.WPD\ABNAHME_OPERATE_ALLG.MPF	\WKS.DIR\SEIDLA.WPD\ABNAHME_OPERATE_ALLG.MPF	Automatic		0
30785004	1009	2018-02-22 07:58:04.557	15	401 // VFR // 410976 // DMU 105	FINISHED			0		\WKS.DIR\SEIDLA.WPD\ABNAHME_OPERATE_ALLG.MPF	\WKS.DIR\SEIDLA.WPD\ABNAHME_OPERATE_ALLG.MPF	Automatic		0
30785007	1009	2018-02-22 07:58:07.630	32	401 // VFR // 410976 // DMU 105	Blue Green 			0		3				0
30785020	1009	2018-02-22 07:58:29.393	15	401 // VFR // 410976 // DMU 105	STOPPED			0		\WKS.DIR\SEIDLA.WPD\ABNAHME_OPERATE_ALLG.MPF	\WKS.DIR\SEIDLA.WPD\ABNAHME_OPERATE_ALLG.MPF	Automatic		0
30785021	1009	2018-02-22 07:58:30.720	15	401 // VFR // 410976 // DMU 105	FINISHED			0		\WKS.DIR\SEIDLA.WPD\ABNAHME_OPERATE_ALLG.MPF	\WKS.DIR\SEIDLA.WPD\ABNAHME_OPERATE_ALLG.MPF	Automatic		0
30785022	1009	2018-02-22 07:58:32.653	15	401 // VFR // 410976 // DMU 105	STOPPED			0		\WKS.DIR\SEIDLA.WPD\ABNAHME_OPERATE_ALLG.MPF	\WKS.DIR\SEIDLA.WPD\ABNAHME_OPERATE_ALLG.MPF	Automatic		0
30785023	1009	2018-02-22 07:58:33.963	15	401 // VFR // 410976 // DMU 105	FINISHED			0		\WKS.DIR\SEIDLA.WPD\ABNAHME_OPERATE_ALLG.MPF	\WKS.DIR\SEIDLA.WPD\ABNAHME_OPERATE_ALLG.MPF	Automatic		0
30785024	1009	2018-02-22 07:58:35.413	32	401 // VFR // 410976 // DMU 105	Blue Green 			0		19				0
30785026	1009	2018-02-22 07:58:37.443	32	401 // VFR // 410976 // DMU 105	Blue Green 			0		3				0
30785027	1009	2018-02-22 07:58:38.847	15	401 // VFR // 410976 // DMU 105	STOPPED			0		\WKS.DIR\SEIDLA.WPD\ABNAHME_OPERATE_ALLG.MPF	\WKS.DIR\SEIDLA.WPD\ABNAHME_OPERATE_ALLG.MPF	Automatic		0
30785028	1009	2018-02-22 07:58:40.190	15	401 // VFR // 410976 // DMU 105	FINISHED			0		\WKS.DIR\SEIDLA.WPD\ABNAHME_OPERATE_ALLG.MPF	\WKS.DIR\SEIDLA.WPD\ABNAHME_OPERATE_ALLG.MPF	Automatic		0
30785029	1009	2018-02-22 07:58:51.653	15	401 // VFR // 410976 // DMU 105	RUNNING			0		\WKS.DIR\SEIDLA.WPD\ABNAHME_OPERATE_ALLG.MPF	\WKS.DIR\SEIDLA.WPD\ABNAHME_OPERATE_ALLG.MPF	Automatic		0
30785030	1009	2018-02-22 07:58:53.043	17	401 // VFR // 410976 // DMU 105	\WKS.DIR\SEIDLA.WPD\ABNAHME_OPERATE_ALLG.MPF			0		\WKS.DIR\SEIDLA.WPD\ABNAHME_OPERATE_ALLG.MPF	L_TOLR.SPF			0
30785031	1009	2018-02-22 07:58:53.090	17	401 // VFR // 410976 // DMU 105	\WKS.DIR\SEIDLA.WPD\ABNAHME_OPERATE_ALLG.MPF			0		\WKS.DIR\SEIDLA.WPD\ABNAHME_OPERATE_ALLG.MPF	ABNAHME_OPERATE_ALLG.MPF			0
30785033	1009	2018-02-22 07:58:55.087	32	401 // VFR // 410976 // DMU 105	Green 			0		2				0
30785034	1009	2018-02-22 07:59:03.307	15	401 // VFR // 410976 // DMU 105	STOPPED			0		\WKS.DIR\SEIDLA.WPD\ABNAHME_OPERATE_ALLG.MPF	\WKS.DIR\SEIDLA.WPD\ABNAHME_OPERATE_ALLG.MPF	Automatic		0
30785035	1009	2018-02-22 07:59:04.540	15	401 // VFR // 410976 // DMU 105	FINISHED			0		\WKS.DIR\SEIDLA.WPD\ABNAHME_OPERATE_ALLG.MPF	\WKS.DIR\SEIDLA.WPD\ABNAHME_OPERATE_ALLG.MPF	Automatic		0
30785036	1009	2018-02-22 07:59:08.067	32	401 // VFR // 410976 // DMU 105	Blue Green 			0		3				0
30785037	1009	2018-02-22 07:59:16.163	25	401 // VFR // 410976 // DMU 105	Manual			0						0
